kplbn,plbn,isbn,box_number
132641,2,0,B28-01-08
157996,2,0,B27-01-06
2004424,18,0,A29-01-20
2002140,5,0,A26-01-17
2000960,7,0,B28-01-06
33664,1,0,B28-01-12
79716,4,0,B26-01-14
2002003,6,0,B28-01-01
2009831,2,0,B29-01-12
2005089,5,0,B26-01-09
2004456,17,0,B28-01-09
23737,1,0,B28-01-07
2001362,3,0,B27-01-08
63233,1,0,A30-01-08
2006089,15,0,A30-01-09
2006373,16,0,B29-01-04
101249,1,0,B29-01-15
2006373,17,0,B29-01-05
69502,2,0,B26-01-13
2008313,3,0,박스넘버 미정
2007210,43,0,박스넘버 미정
102908,2,0,박스넘버 미정
2007089,22,0,B22-01-08
2003319,24,0,A27-01-20
2005497,6,0,A27-01-11
2004692,4,0,A28-01-18
2005498,9,0,박스넘버 미정
2003305,6,0,A26-01-22
2003971,3,0,A29-01-24
2003292,5,0,A27-01-16
90592,2,0,B27-01-12
2003297,5,0,A28-01-20
2003148,12,0,B28-01-19
4850,2,0,B30-01-05
36267,1,0,B26-01-01
56074,2,0,B29-01-11
2008004,8,0,박스넘버 미정
145144,2,0,B27-01-14
106711,2,0,B29-01-21
138028,2,0,B28-01-11
33053,2,0,박스넘버 미정
2001930,37,0,B30-01-21
2001487,5,0,박스넘버 미정
2003299,5,0,A26-01-30
2004699,5,0,A27-01-22
2001324,4,0,박스넘버 미정
2003300,22,0,A26-01-29
2001317,4,0,A26-01-28
2001315,3,0,A30-01-16
2004700,5,0,A27-01-08
2005293,6,0,A28-01-24
2006572,3,0,B26-01-06
51041,1,0,박스넘버 미정
2006586,3,0,A29-01-23
27296,2,0,박스넘버 미정
2006605,3,0,박스넘버 미정
111206,1,0,A29-01-17
2004165,4,0,A27-01-29
2006084,4,0,박스넘버 미정
2006778,4,0,A30-01-12
2003507,18,0,B29-01-13
2002856,4,0,A29-01-26
2001410,5,0,A26-01-16
2008062,4,0,B28-01-13
111058,2,0,B29-01-16
2008720,5,0,B30-01-19
2001662,8,0,B28-01-16
2005394,2,0,A29-01-25
2001957,3,0,A29-01-18
2001131,12,0,A30-01-15
2001779,2,0,B28-01-10
148944,2,0,B28-01-15
2005490,7,0,B30-01-22
87651,1,0,A27-01-15
94292,2,0,B27-01-13
2008510,18,0,B27-01-03
12093,2,0,B30-01-08
164350,1,0,B30-01-03
64040,2,0,B29-01-03
2001322,3,0,A26-01-27
2007381,3,0,A26-01-20
130019,2,0,B30-01-07
2002064,7,0,B29-01-07
147155,1,0,박스넘버 미정
88052,2,0,B29-01-01
145766,2,0,박스넘버 미정
2007065,5,0,B30-01-04
39074,1,0,B29-01-17
83857,2,0,B28-01-02
134925,1,0,박스넘버 미정
2004246,5,0,A28-01-14
2003298,5,0,A29-01-28
2004247,4,0,A29-01-29
54826,2,0,A29-01-16
2004917,17,0,A30-01-19
44374,2,0,A27-01-24
2002334,4,0,박스넘버 미정
2005544,3,0,B27-01-04
2006614,14,0,A26-01-25
111125,2,0,박스넘버 미정
181489,2,0,A29-01-19
100271,2,0,A27-01-21
2003951,3,0,B29-01-06
2003148,13,0,B28-01-20
2004204,4,0,A27-01-28
2002321,12,0,B29-01-09
96633,1,0,B27-01-05
2008752,5,0,B26-01-02
2001258,20,0,B28-01-14
2001930,38,0,B30-01-20
139838,2,0,B27-01-02
2007188,4,0,A28-01-09
2005957,25,0,A28-01-22
2004972,9,0,A28-01-23
70687,1,0,A30-01-18
22843,3,0,B30-01-06
53663,2,0,박스넘버 미정
2006557,3,0,B30-01-01
2004197,7,0,B29-01-08
133776,2,0,B30-01-02
2003951,4,0,B29-01-10
2004698,5,0,A27-01-07
2001313,4,0,A27-01-18
2001314,3,0,A28-01-21
2004695,5,0,A27-01-14
79704,1,0,A26-01-21
2004708,5,0,A28-01-19
2004696,5,0,A28-01-17
2001316,4,0,박스넘버 미정
2004703,5,0,A30-01-14
2001323,4,0,A27-01-12
2004685,5,0,A28-01-15
2003306,6,0,A27-01-13
181013,1,0,A29-01-27
2004694,4,0,A28-01-16
2004705,5,0,A30-01-13
119271,3,0,A30-01-17
2006614,15,0,A26-01-31
2004706,5,0,A26-01-19
2005816,6,0,A30-01-10
7263,1,0,A27-01-27
2007477,5,0,A27-01-26
2005257,9,0,A27-01-10
2002392,5,0,A28-01-08
2000989,4,0,A30-01-20
163996,1,0,A29-01-31
2006841,5,0,A29-01-34
2004245,5,0,A28-01-25
2007769,3,0,A26-01-34
136389,2,0,A28-01-10
146310,1,0,A30-01-21
142277,2,0,A26-01-32
146742,2,0,A30-01-23
2008477,2,0,A29-01-36
2003550,5,0,A28-01-28
146429,2,0,A29-01-30
2001608,2,0,A30-01-22
160947,1,0,A28-01-26
2008596,5,0,A26-02-08
158711,1,0,A29-01-35
2001079,6,0,A26-01-18
2001985,5,0,A27-01-25
29586,1,0,A26-01-35
2008477,3,0,A29-01-38
2004567,12,0,A30-02-02
2004567,13,0,A30-02-03
2001275,20,0,B28-01-17
2003623,8,0,B27-01-15
2003322,11,0,B30-01-09
25895,2,0,B29-01-18
100821,1,0,B30-01-10
2008751,10,0,B27-01-16
37245,2,0,B29-01-14
2004168,33,0,B28-01-21
146798,2,0,B30-01-14
2003631,17,0,B30-01-16
2007661,20,0,B30-01-11
48717,2,0,B30-01-15
2003529,4,0,B27-01-01
23761,1,0,B30-01-13
2007257,12,0,B29-01-20
109532,2,0,B30-01-12
2002900,12,0,A29-01-33
2003514,13,0,A28-01-31
2003515,14,0,A29-01-32
2005502,3,0,A27-01-23
180930,2,0,박스넘버 미정
2005905,3,0,박스넘버 미정
2008017,5,0,A28-01-29
26197,2,0,A29-01-37
2006101,5,0,박스넘버 미정
2002899,17,0,박스넘버 미정
5487,2,0,A29-01-15
2005590,10,0,A28-01-30
2003513,6,0,A26-01-33
2002057,16,0,A26-01-36
2006329,8,0,A26-02-07
2008596,6,0,A26-02-06
118028,2,0,A26-02-05
2003514,14,0,A28-01-27
84516,3,0,A27-02-03
2002057,17,0,B26-01-04
2007257,13,0,B29-01-19
126845,2,0,박스넘버 미정
2001219,11,0,B28-01-18
2000689,3,0,A26-01-08
2010396,3,0,A30-01-03
75701,3,0,A28-02-06
2000038,10,0,A26-02-13
2001219,12,0,A28-01-34
2000709,2,0,A29-02-10
2007456,4,0,A30-01-11
60285,3,0,박스넘버 미정
28682,1,0,A28-01-32
2000411,5,0,A30-02-09
123219,3,0,박스넘버 미정
2007169,6,0,A28-01-33
85437,2,0,A29-02-27
60285,4,0,A30-02-04
28087,2,0,A26-02-18
2003400,3,0,A29-01-08
2000017,20,0,A26-02-16
2000427,15,0,A28-02-11
2000017,21,0,A26-02-17
2000427,16,0,A28-02-12
2010714,4,0,A27-02-17
2000061,18,0,A29-01-07
2010735,5,0,A30-02-19
2010713,4,0,A29-01-04
2010712,6,0,A28-02-10
2000061,19,0,A29-01-06
2010107,9,0,A28-02-09
2010713,5,0,A29-01-05
2010106,5,0,A27-02-16
2006057,8,0,A26-02-09
2010712,7,0,A28-02-08
2007614,11,0,A29-01-12
141061,2,0,A29-01-14
24579,2,0,A30-02-18
2002845,24,0,A26-01-09
2007614,12,0,A29-01-13
2002619,7,0,A28-02-23
2008684,3,0,A29-01-09
86168,2,0,A33-01-12
2003237,13,0,B31-01-15
183563,2,0,A32-01-01
2003511,5,0,B34-01-02
19975,1,0,박스넘버 미정
131112,2,0,A31-01-11
2001801,6,0,박스넘버 미정
47388,2,0,B33-01-18
136853,2,0,A35-01-26
183433,1,0,B33-01-20
184131,1,0,B31-01-04
183387,1,0,박스넘버 미정
2007727,6,0,B33-01-07
2008191,6,0,B34-01-01
158556,1,0,박스넘버 미정
129555,2,0,B31-01-02
43156,2,0,B33-01-19
183738,2,0,B35-01-18
2003066,36,0,B31-01-07
93989,2,0,B31-01-08
36213,2,0,B32-01-02
100812,2,0,B33-01-05
2003025,18,0,박스넘버 미정
9084,2,0,B35-01-16
2006703,6,0,B35-01-03
100283,2,0,B34-01-06
40567,1,0,B32-01-09
65813,1,0,B33-01-06
2001937,4,0,박스넘버 미정
2001171,6,0,B33-01-10
2193,1,0,박스넘버 미정
2003066,37,0,B31-01-05
2002494,10,0,B35-01-02
2002722,13,0,B32-01-05
71663,2,0,박스넘버 미정
2007645,25,0,B31-01-11
117071,2,0,B31-01-17
2005258,30,0,B32-01-10
2004612,16,0,B33-01-08
2002941,14,0,B33-01-03
17024,2,0,A31-01-01
19758,2,0,A33-01-19
125834,2,0,A31-01-34
115044,2,0,A35-01-30
125834,3,0,A31-01-35
76804,3,0,A33-01-20
2001179,7,0,A32-01-28
2006432,7,0,A35-01-31
2003531,3,0,A35-01-29
2001416,4,0,B35-01-11
2005953,3,0,박스넘버 미정
33617,1,0,B33-01-09
2008293,3,0,B33-01-13
2002413,3,0,B35-01-12
135153,1,0,B35-01-06
11236,1,0,B34-01-07
2002721,3,0,B33-01-01
164362,1,0,박스넘버 미정
2005316,2,0,B34-01-09
128378,4,0,B34-01-13
128544,3,0,B35-01-21
2008332,12,0,B34-01-08
2003476,4,0,B35-01-05
68920,2,0,A33-01-17
2005258,31,0,B32-01-07
26419,2,0,A34-01-35
66912,3,0,A33-01-24
76558,2,0,A35-01-27
159603,2,0,A33-01-23
72691,2,0,A34-01-32
2003066,38,0,B31-01-06
2004707,5,0,A31-01-28
2004709,5,0,A31-01-31
2002873,9,0,A31-01-30
2004701,5,0,A34-01-39
2005981,6,0,A32-01-24
2004691,5,0,A35-01-28
127758,2,0,B31-01-01
2001754,9,0,B31-01-12
2003736,9,0,B34-01-03
2004612,17,0,B33-01-11
79629,2,0,B34-01-05
2006402,15,0,B34-01-04
2001325,5,0,B32-01-06
2002335,4,0,B33-01-02
2001325,6,0,박스넘버 미정
2002941,15,0,B33-01-12
2008475,3,0,B35-01-13
2004583,7,0,A32-01-29
2006132,15,0,A33-01-25
2002719,16,0,A35-01-36
2002799,6,0,A33-01-22
2006132,16,0,A33-01-21
105495,6,0,B35-01-04
2002257,3,0,B31-01-10
2009988,5,0,박스넘버 미정
2004389,20,0,A34-01-33
134300,1,0,B32-01-11
2002873,10,0,A31-01-29
2009164,2,0,A33-01-16
2004702,5,0,A33-01-18
106838,2,0,B32-01-08
21599,1,0,B31-01-03
2007263,24,0,B32-01-04
7642,1,0,B35-01-19
101030,2,0,A31-01-27
2000871,3,0,박스넘버 미정
2002352,6,0,박스넘버 미정
2007642,7,0,A31-01-33
2008730,2,0,A32-01-26
22799,1,0,A35-01-33
12642,2,0,A32-01-25
2008321,10,0,A33-01-26
2001442,5,0,A33-01-27
2005483,5,0,A33-01-13
2004198,18,0,A35-01-32
2004036,24,0,A34-01-37
2008289,10,0,A33-01-28
2007057,6,0,박스넘버 미정
2002109,3,0,A34-01-34
100267,2,0,B32-01-01
83868,1,0,박스넘버 미정
2001776,3,0,A33-01-15
2000662,3,0,A35-01-10
2000078,3,0,A32-01-21
2000696,11,0,박스넘버 미정
2006546,6,0,B32-01-12
2006139,9,0,B32-01-03
2001214,4,0,B31-01-09
2000145,4,0,A32-01-20
183858,2,0,B35-01-10
31976,1,0,B33-01-16
33100,2,0,B32-01-13
2006340,5,0,B35-01-17
2004117,3,0,B33-01-04
96821,1,0,B35-01-09
2000857,3,0,A34-01-38
2008500,3,0,B34-01-10
146718,2,0,A33-01-29
2002658,7,0,A32-01-27
2004198,19,0,A35-01-34
2004036,25,0,A34-01-36
2006067,3,0,B34-01-14
30311,1,0,B34-01-11
149213,1,0,B31-01-16
105121,1,0,B35-01-08
24034,1,0,B31-01-13
164410,2,0,B33-01-15
102048,2,0,박스넘버 미정
102048,3,0,박스넘버 미정
133684,1,0,B33-01-14
2002884,12,0,B35-01-20
2005269,6,0,B35-01-22
2004303,7,0,B33-01-17
2007845,9,0,B31-01-14
184037,1,0,B35-01-15
200580,2,0,A32-01-02
2010560,3,0,A33-01-14
2007777,5,0,박스넘버 미정
2000156,16,0,A32-01-17
2000086,11,0,A32-01-18
2006761,8,0,A32-01-03
2007801,6,0,A31-01-32
2000086,12,0,A32-01-19
2010395,3,0,A31-02-19
2006689,11,0,박스넘버 미정
2006689,12,0,A33-03-01
2001982,5,0,A35-01-35
135896,1,0,박스넘버 미정
2004070,6,0,B35-01-14
2003546,4,0,A31-01-13
2000184,8,0,A33-01-07
2000184,9,0,A33-01-05
2003016,11,0,A34-03-03
2000390,6,0,A33-02-19
2000387,10,0,A33-03-09
181848,4,0,A33-03-04
2010708,4,0,A32-01-10
158222,3,0,A34-02-16
3993,3,0,A33-03-03
2010086,4,0,A31-01-05
56161,3,0,A32-02-01
2003403,5,0,A31-01-08
2000153,10,0,A34-01-03
2000655,11,0,A34-02-15
2010727,4,0,A35-01-14
2010725,4,0,A35-01-13
59392,2,0,A32-01-11
2001853,5,0,A33-01-10
2010717,3,0,A33-01-08
2010726,9,0,A34-01-05
51586,2,0,A34-01-06
2010718,6,0,A34-01-07
2010724,23,0,A34-01-08
2003401,14,0,A32-01-12
2010728,39,0,A35-01-12
2010716,4,0,A33-01-09
2000671,12,0,A32-01-14
2010722,4,0,A34-01-04
2010730,3,0,A34-01-02
2010721,12,0,A34-01-09
2000181,17,0,A34-01-25
2007387,14,0,A34-01-29
2000108,17,0,A32-01-15
2000181,18,0,A34-01-26
2010720,4,0,A35-02-06
2000112,6,0,A31-01-09
2010719,5,0,A34-01-10
3292,2,0,A34-01-11
32628,2,0,A33-01-11
2010708,5,0,A32-01-16
139944,2,0,A35-02-05
2007387,15,0,A34-01-27
2007322,13,0,A31-01-36
2000141,17,0,A32-02-21
2000071,3,0,A33-01-04
2000785,10,0,A35-01-24
2007224,9,0,A34-01-30
2000125,20,0,A31-01-06
2004325,5,0,A35-01-07
2000125,21,0,A31-01-07
2000181,19,0,A34-01-31
2000671,13,0,A32-01-13
2003401,15,0,A32-01-09
2000184,10,0,A33-01-06
121049,2,0,A35-02-03
2000785,11,0,A35-01-23
2000169,19,0,A32-02-16
2002407,15,0,A32-02-17
2010710,4,0,A34-02-12
2010711,8,0,A33-02-23
54514,2,0,A32-02-18
34119,3,0,A35-02-12
2000169,20,0,A32-02-19
41223,3,0,A35-03-03
39775,2,0,A31-01-02
29656,3,0,A33-03-07
2000125,22,0,A31-01-03
2005553,3,0,A35-02-15
2000796,10,0,A34-02-13
127068,2,0,A33-03-08
2000169,21,0,A32-02-20
2002876,22,0,A34-02-14
2000581,5,0,A35-02-16
2002876,23,0,A34-01-01
2000794,22,0,A34-03-17
181761,1,0,A35-03-04
181761,2,0,A35-03-05
2010710,5,0,A34-03-18
2000339,5,0,A31-01-04
2001404,16,0,A34-02-19
2006341,12,0,A34-02-11
2010112,5,0,A35-03-11
2007373,8,0,A33-02-22
2001726,8,0,A32-02-05
2008736,3,0,A31-02-04
2006341,13,0,A34-02-20
2006124,4,0,A31-02-05
2007163,16,0,A34-02-09
2003064,14,0,A35-03-10
2000612,7,0,A35-02-22
2001404,17,0,A34-02-21
2010736,5,0,A34-02-07
2010110,5,0,A34-02-08
2010737,8,0,A32-02-11
2010109,6,0,A32-02-15
2007163,17,0,A34-02-10
2006258,30,0,B36-01-19
2005903,3,0,B37-01-02
152058,1,0,B36-01-04
2003024,3,0,B38-01-04
108966,1,0,A38-01-22
2002751,8,0,A37-01-23
2004952,12,0,A37-01-22
2005861,15,0,B36-01-08
2005861,16,0,B36-01-07
2006258,31,0,B36-01-20
2006765,2,0,B38-01-11
54773,1,0,A39-01-30
2003750,6,0,A37-02-02
164540,2,0,B36-01-02
2008495,2,0,B34-01-12
67265,2,0,B38-01-01
150200,2,0,B39-01-02
152505,1,0,B36-01-16
2004847,5,0,B38-01-03
129312,2,0,B36-01-06
2007389,11,0,B37-01-01
132111,2,0,B36-01-23
2003524,7,0,B37-01-11
106067,2,0,B39-01-05
133120,1,0,B36-01-01
2008063,6,0,A36-01-26
2005371,15,0,B37-01-12
183670,2,0,B36-01-22
151309,2,0,B37-01-07
144634,2,0,B37-01-05
2004542,6,0,B38-01-18
135131,3,0,B36-01-24
2002973,22,0,B39-01-20
2003956,4,0,B37-01-14
115275,3,0,B40-01-17
2003849,11,0,A37-01-25
2005026,10,0,A39-02-01
2003964,10,0,B37-01-06
135153,2,0,B35-01-07
2002340,14,0,A38-01-21
2002340,15,0,A38-01-29
2005026,11,0,A39-02-02
2008528,8,0,A38-01-24
126160,3,0,B38-01-02
2007745,3,0,B39-01-03
9999,2,0,A36-01-25
2008048,3,0,B37-01-09
148769,1,0,B39-01-15
2006929,12,0,B39-01-07
2005149,3,0,B38-01-06
135207,2,0,B40-01-12
2002468,6,0,A40-01-21
2007162,12,0,B37-01-15
2008306,3,0,B38-01-05
2003477,3,0,B39-01-06
47576,1,0,B40-01-13
147808,1,0,B39-01-16
157637,1,0,B40-01-09
126168,4,0,B40-01-05
2001625,8,0,B37-01-21
147181,2,0,B38-01-14
56603,3,0,B38-01-19
2006971,15,0,B40-01-14
2002103,16,0,B36-01-21
156787,1,0,B39-01-10
2000858,13,0,B38-01-17
2007094,21,0,B37-01-10
2008157,3,0,B37-01-13
32077,1,0,B38-01-12
2006380,6,0,B40-01-07
2001950,13,0,B36-01-11
2008294,4,0,B39-01-13
2004926,16,0,A40-01-25
2004926,17,0,A40-01-24
2001476,22,0,A36-01-28
2006145,14,0,B39-01-09
2007842,23,0,B38-01-15
2005104,8,0,B37-01-19
2006001,19,0,B40-01-20
2004524,22,0,B36-01-03
2002369,10,0,B36-01-10
2006063,9,0,A39-01-33
2007531,17,0,A40-01-23
2006404,23,0,A36-01-33
2003198,12,0,A39-01-31
2007989,11,0,A39-01-34
2005472,13,0,A38-01-25
2007810,5,0,A36-01-30
2002112,3,0,A36-01-27
2002110,3,0,A38-01-26
159532,1,0,B39-01-01
2008370,11,0,A40-01-22
2003394,11,0,A37-01-24
9834,1,0,A40-01-27
115172,1,0,B36-01-15
2001963,17,0,B37-01-16
2004672,21,0,B37-01-17
2008794,6,0,B36-01-18
2006450,15,0,B39-01-11
2007288,13,0,B40-01-03
2005260,5,0,B40-01-21
143715,3,0,B40-01-19
131580,2,0,B37-01-22
98224,2,0,B39-01-12
5802,2,0,B36-01-12
2007989,12,0,A39-01-32
2001476,23,0,A36-01-32
2006063,10,0,A39-01-35
2007531,18,0,A40-01-26
2003849,12,0,A37-01-27
2006404,24,0,A36-01-29
2005472,14,0,A38-01-28
75712,1,0,A37-01-26
2001532,5,0,A36-01-31
2003268,5,0,박스넘버 미정
145772,2,0,A40-01-01
181720,2,0,B39-01-18
102038,2,0,B38-01-16
137202,1,0,박스넘버 미정
2006515,10,0,B36-01-09
2001756,7,0,B38-01-13
2005334,3,0,B36-01-13
2008155,13,0,B40-01-10
2007352,3,0,B40-01-11
2006145,15,0,B39-01-08
2005803,7,0,B40-01-15
2004295,2,0,B36-01-17
2008295,9,0,B40-01-08
2003998,6,0,B39-01-17
13616,2,0,B40-01-04
2008800,3,0,B36-01-05
184119,2,0,B38-01-08
2006149,3,0,B37-01-08
79104,4,0,B40-01-06
2003516,3,0,B38-01-07
22360,2,0,B40-01-18
70365,4,0,B38-01-20
2005936,4,0,A37-02-01
2005395,44,0,B38-01-10
2005056,13,0,A37-01-02
2002018,7,0,B39-01-14
2002729,3,0,A38-01-23
2003744,4,0,A37-01-28
2002572,8,0,A36-01-37
2006914,4,0,A36-01-34
14701,1,0,A36-01-36
14701,2,0,A36-01-35
18398,1,0,A38-01-27
46202,1,0,A40-01-28
2000641,6,0,A36-01-01
121571,2,0,A40-02-01
2000009,19,0,A37-01-01
2005104,9,0,B37-01-18
23618,1,0,B40-01-16
32450,1,0,B37-01-20
2002433,4,0,B36-01-14
2008531,11,0,B38-01-09
2007095,28,0,B37-01-03
2006828,9,0,A36-01-03
2002710,14,0,A40-01-29
56021,1,0,A40-01-02
2000154,3,0,A37-01-15
2010404,3,0,A38-03-03
2006027,3,0,A38-01-01
2001852,12,0,A37-01-12
2005734,7,0,박스넘버 미정
65677,3,0,A38-02-01
6516,2,0,A36-01-17
56021,2,0,A40-01-03
2000194,10,0,A40-02-17
2000756,4,0,A36-01-23
2000269,10,0,A36-01-12
2000269,11,0,A36-01-13
2001855,6,0,A38-02-03
2001854,9,0,A37-01-08
2001270,10,0,박스넘버 미정
2000243,19,0,A36-02-26
2010731,5,0,A37-01-07
2010734,4,0,A37-01-09
2001852,13,0,A37-01-10
2010729,6,0,A36-01-14
2010403,3,0,A37-01-17
2010402,3,0,A38-03-02
122927,2,0,A39-01-10
2010733,7,0,A39-01-07
2010732,6,0,A39-01-06
2010723,8,0,A38-01-05
2001269,46,0,A38-02-02
2001856,5,0,A37-01-06
2003965,10,0,B40-01-01
98816,1,0,B40-01-02
2006207,9,0,A39-01-12
2001852,14,0,A37-01-11
2004372,7,0,A37-01-05
5543,2,0,A38-01-10
2001270,11,0,A36-01-15
2000323,18,0,A39-01-13
2000243,20,0,A36-02-25
2000243,21,0,A36-02-27
2004326,5,0,A40-01-05
2010707,4,0,A37-01-21
30840,3,0,A38-02-06
158174,2,0,박스넘버 미정
45651,3,0,A36-02-06
2000476,3,0,A40-01-07
31596,3,0,A36-02-08
14858,2,0,A37-02-13
2006254,21,0,A37-01-18
2007883,9,0,A38-02-08
2007883,10,0,A38-02-07
2010707,5,0,A37-02-06
2010704,4,0,A39-01-18
2003265,12,0,A39-01-25
142076,1,0,A40-01-20
36193,3,0,A37-02-07
2006257,32,0,A40-01-14
21932,2,0,A40-01-11
90695,2,0,A39-01-19
47338,2,0,A38-01-02
2010702,3,0,A39-01-17
2000335,24,0,A38-03-10
83698,2,0,A36-02-20
2000450,5,0,A38-01-18
41785,3,0,A36-02-18
13915,2,0,B39-01-04
200496,1,0,A36-02-12
2000805,9,0,A38-03-06
181207,1,0,A38-02-10
200495,1,0,A36-02-11
200496,2,0,A36-02-13
181207,2,0,A38-02-11
16404,3,0,A39-01-20
2000036,13,0,A37-02-17
13322,3,0,A39-01-21
2007448,15,0,A40-02-10
2000173,18,0,A39-02-12
5754,2,0,A40-02-11
90962,3,0,A40-02-09
2000208,26,0,A36-02-22
2000091,20,0,A39-02-11
2006941,5,0,A40-02-02
2003676,4,0,A39-02-15
5754,3,0,A40-02-12
2000193,18,0,A40-02-04
2005795,5,0,A39-02-04
2000147,9,0,A39-02-03
2000475,11,0,A36-03-06
2004433,6,0,A38-03-16
125653,2,0,A39-01-23
2007417,3,0,B39-01-19
2004240,4,0,박스넘버 미정
121185,2,0,A40-02-03
28717,2,0,A39-01-22
2000005,29,0,A38-03-19
2004433,7,0,A38-03-17
91665,2,0,A37-02-18
121369,2,0,A39-01-24
2000208,27,0,A36-02-21
2000005,30,0,A38-03-18
2000475,12,0,A36-02-23
126939,1,0,A36-03-12
20416,3,0,A36-03-02
2007530,39,0,A39-02-17
17669,2,0,A36-03-05
67549,1,0,A40-01-17
2006205,16,0,A38-03-21
2003175,6,0,A37-03-06
2006901,6,0,A37-03-07
2002693,16,0,A36-03-16
2005935,4,0,A36-03-14
2005801,13,0,A39-02-19
28660,2,0,A39-02-18
121726,2,0,A37-03-10
2007872,22,0,A37-03-04
2001511,36,0,A39-02-21
2002693,17,0,A36-03-18
2000114,13,0,A40-02-08
2007872,23,0,A37-03-05
2002693,18,0,A36-03-17
2007750,15,0,A40-02-18
121661,2,0,A42-01-27
2004723,4,0,B42-01-02
100278,2,0,B45-01-05
121661,3,0,A42-01-26
121661,4,0,A42-01-28
100278,3,0,박스넘버 미정
41267,1,0,B42-01-08
2007416,7,0,B42-01-03
2008213,3,0,B44-01-03
2008780,6,0,A41-01-09
20806,1,0,B42-01-11
2008027,3,0,B43-01-04
2001156,6,0,B45-01-01
2003210,17,0,B42-01-09
2006676,15,0,B43-01-07
23499,3,0,B44-01-05
11273,2,0,B42-01-10
2002114,9,0,B42-01-07
110214,3,0,B42-01-16
2005987,9,0,B42-01-17
128376,3,0,B44-01-04
12091,2,0,B41-01-06
112793,2,0,B41-01-08
36619,2,0,B43-01-03
184234,2,0,B42-01-06
2004071,15,0,A41-01-16
134540,2,0,B41-01-01
18413,2,0,B41-01-10
2160,2,0,B42-01-14
2008654,3,0,B42-01-04
2006643,22,0,B43-01-05
2010116,4,0,A41-01-01
2007394,23,0,B44-01-02
109045,2,0,B41-01-14
24007,2,0,B45-01-03
135941,2,0,B45-01-02
95845,2,0,B43-01-02
2001222,14,0,B42-01-13
160027,1,0,B44-01-01
32747,2,0,A41-01-19
147810,1,0,B41-01-07
129714,2,0,B42-01-18
2001904,7,0,A41-01-11
2005480,7,0,A44-01-22
2005480,8,0,A44-01-21
75715,1,0,A42-01-25
2000877,24,0,B43-01-01
4752,3,0,B43-01-06
2002144,3,0,B42-01-05
62062,3,0,B41-01-13
126164,3,0,B41-01-02
138314,1,0,B41-01-05
2007827,16,0,A41-01-13
2001904,8,0,A41-01-12
2004071,16,0,A41-01-17
2008015,8,0,A41-01-18
2008015,9,0,A41-01-15
2007827,17,0,A41-01-14
2008149,18,0,B42-01-12
18688,4,0,B42-01-19
2005322,4,0,박스넘버 미정
128673,3,0,B43-01-08
98502,4,0,B42-01-20
127155,3,0,B41-01-12
2004913,12,0,A41-01-10
18413,3,0,B41-01-09
111866,2,0,B45-01-04
2004371,6,0,B41-01-11
2160,3,0,B42-01-15
183373,1,0,박스넘버 미정
200495,2,0,A36-02-10
2005920,19,0,A43-01-17
49332,2,0,A41-02-05
2002239,8,0,A43-01-19
2001338,14,0,A41-02-09
2001768,7,0,A43-01-15
2010696,3,0,A43-01-14
182530,3,0,A45-02-05
22295,2,0,A44-02-03
181760,2,0,A44-02-02
89710,2,0,A43-01-05
2009866,5,0,박스넘버 미정
19626,2,0,A42-01-13
90086,2,0,A42-01-11
94454,2,0,A42-01-12
120909,3,0,A44-01-18
79960,2,0,A44-01-09
2000283,18,0,A43-01-06
58720,2,0,A42-01-10
2004560,6,0,A43-01-16
2002309,12,0,A42-01-16
142863,2,0,A43-01-20
2010705,3,0,A42-01-09
2003938,10,0,A43-01-18
2007982,21,0,박스넘버 미정
2000595,12,0,A44-01-19
2003678,4,0,A43-01-08
86628,2,0,A41-02-03
39764,2,0,A41-02-04
14854,3,0,A42-01-14
2002309,13,0,A42-01-17
2010706,6,0,A44-01-12
2000110,3,0,A44-01-11
2010703,4,0,A44-01-10
2010697,7,0,A41-02-02
2005114,5,0,A45-01-01
2003267,12,0,A43-01-12
58052,3,0,A42-01-24
30564,2,0,A43-01-22
2001943,4,0,A44-01-17
2007567,9,0,A45-01-09
48817,2,0,A42-01-23
28657,2,0,A42-01-22
2001932,15,0,A43-01-10
2006034,7,0,A44-01-14
66166,2,0,A44-02-10
2007041,4,0,A43-01-21
2005720,17,0,박스넘버 미정
2005154,13,0,A44-01-13
139142,2,0,A41-02-11
139031,2,0,A41-02-10
138937,2,0,A41-02-12
2003196,6,0,A45-01-10
2002155,10,0,A44-01-20
44893,2,0,A43-01-23
2000847,8,0,A41-02-14
2001892,10,0,A45-01-11
89202,2,0,A44-01-16
23750,2,0,B5054-01-26
102001,2,0,박스넘버 미정
58140,4,0,B47-01-07
78374,2,0,A49-01-22
118069,2,0,A49-01-21
2007390,16,0,A47-01-12
58140,5,0,박스넘버 미정
152279,1,0,B48-01-01
86576,2,0,B46-01-03
2001242,14,0,B47-01-05
78374,3,0,A49-01-20
2004548,3,0,B47-01-04
118069,3,0,A49-01-19
2003018,5,0,B48-01-08
2002043,4,0,B46-01-08
2005962,26,0,B46-01-04
2005027,22,0,B48-01-06
135144,2,0,B49-01-03
9645,2,0,B46-01-05
26195,2,0,B46-01-06
2004114,9,0,B48-01-04
86577,2,0,B46-01-02
102024,1,0,B46-01-07
41338,4,0,B5054-01-25
111039,1,0,B48-01-09
2008236,7,0,박스넘버 미정
2005952,22,0,A49-01-04
2006388,15,0,A47-01-04
